timestamp,peopleCount
2023-05-23T10:08:33.119Z,1
2023-05-23T10:08:43.117Z,1
2023-05-23T10:08:53.164Z,0
2023-05-23T10:09:03.121Z,1
2023-05-23T10:09:13.127Z,1
2023-05-23T10:09:23.127Z,1
2023-05-23T10:09:33.120Z,1
2023-05-23T10:09:43.127Z,1
2023-05-23T10:09:53.127Z,1
2023-05-23T10:10:03.122Z,1
2023-05-23T10:10:13.118Z,1
2023-05-23T10:10:23.120Z,1
2023-05-23T10:10:33.122Z,1
2023-05-23T10:10:43.119Z,1
2023-05-23T10:10:53.126Z,1
2023-05-23T10:11:03.126Z,1
2023-05-23T10:11:13.138Z,1
2023-05-23T10:11:23.120Z,1
2023-05-23T10:11:33.133Z,1
2023-05-23T10:11:43.130Z,1
2023-05-23T10:11:53.137Z,1
2023-05-23T10:12:03.124Z,1
2023-05-23T10:12:13.119Z,1
2023-05-23T10:12:23.131Z,1
2023-05-23T10:12:33.126Z,1
2023-05-23T10:12:43.130Z,0
2023-05-23T10:12:53.136Z,1
2023-05-23T10:13:03.124Z,1
2023-05-23T10:13:13.223Z,1
2023-05-23T10:13:23.165Z,1
2023-05-23T10:13:33.127Z,1
2023-05-23T10:13:43.125Z,1
2023-05-23T10:13:53.185Z,1
2023-05-23T10:14:03.138Z,1
2023-05-23T10:14:13.138Z,1
2023-05-23T10:14:23.149Z,0
2023-05-23T10:14:33.137Z,0
2023-05-23T10:14:43.124Z,1
2023-05-23T10:14:53.134Z,1
2023-05-23T10:15:03.135Z,1
2023-05-23T10:15:13.157Z,1
2023-05-23T10:15:23.138Z,1
2023-05-23T10:15:33.130Z,1
2023-05-23T10:15:43.129Z,1
2023-05-23T10:15:53.122Z,1
2023-05-23T10:16:03.228Z,1
2023-05-23T10:16:13.178Z,1
2023-05-23T10:16:23.245Z,1
2023-05-23T10:16:33.150Z,1
2023-05-23T10:16:43.147Z,1
2023-05-23T10:16:53.283Z,1
2023-05-23T10:17:03.151Z,1
2023-05-23T10:17:13.143Z,1
2023-05-23T10:17:23.230Z,1
2023-05-23T10:17:33.147Z,1
2023-05-23T10:17:43.124Z,1
2023-05-23T10:17:53.146Z,1
2023-05-23T10:18:03.134Z,1
2023-05-23T10:18:13.127Z,1
2023-05-23T10:18:23.138Z,1
2023-05-23T10:18:33.137Z,1
2023-05-23T10:18:43.130Z,1
2023-05-23T10:18:53.137Z,1
2023-05-23T10:19:03.144Z,0
2023-05-23T10:19:13.148Z,1
2023-05-23T10:19:23.186Z,1
2023-05-23T10:19:33.161Z,1
2023-05-23T10:19:43.191Z,1
2023-05-23T10:19:53.135Z,1
2023-05-23T10:20:03.142Z,1
2023-05-23T10:20:13.140Z,1
2023-05-23T10:20:23.133Z,1
2023-05-23T10:20:33.143Z,1
2023-05-23T10:20:43.137Z,1
2023-05-23T10:20:53.156Z,1
2023-05-23T10:21:03.157Z,1
2023-05-23T10:21:13.157Z,1
2023-05-23T10:21:23.146Z,1
2023-05-23T10:21:33.144Z,1
2023-05-23T10:21:43.171Z,1
2023-05-23T10:21:53.153Z,1
2023-05-23T10:22:03.141Z,1
2023-05-23T10:22:13.144Z,1
2023-05-23T10:22:23.144Z,1
2023-05-23T10:22:33.143Z,1
2023-05-23T10:22:43.174Z,1
2023-05-23T10:22:53.144Z,1
2023-05-23T10:23:03.154Z,1
2023-05-23T10:23:13.146Z,1
2023-05-23T10:23:23.138Z,1
2023-05-23T10:23:33.232Z,1
2023-05-23T10:23:43.151Z,1
2023-05-23T10:23:53.151Z,1
2023-05-23T10:24:03.140Z,1
2023-05-23T10:24:13.148Z,1
2023-05-23T10:24:23.172Z,1
2023-05-23T10:24:33.151Z,1
2023-05-23T10:24:43.146Z,1
